"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Spokane","Legislative District 7 State Representative Pos. 1","WRITE-IN"," ","79","1.4866","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 2","Hunter Abell","(Prefers Republican Party)","4359","76.3531","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 2","Paul &quot;Rocky&quot; Dean","(Prefers Democratic Party)","1336","23.4016","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 2","WRITE-IN"," ","14","0.2452","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Senator","Mark G. Schoesler","(Prefers GOP Party)","24673","94.8123","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Senator","WRITE-IN"," ","1350","5.1877","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 1","Mary Dye","(Prefers GOP Party)","21517","64.1188","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 1","Patrick Miller","(Prefers Democratic Party)","11933","35.5593","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 1","WRITE-IN"," ","108","0.3218","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 2","Joe Schmick","(Prefers Republican Party)","21282","62.6974","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 2","Pam Kohlmeier","(Prefers Democratic Party)","12607","37.1406","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 2","WRITE-IN"," ","55","0.162","Legislative"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 1 Commissioner District 1","Chris Jordan","(Prefers Democratic Party)","35106","92.9591","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 1 Commissioner District 1","WRITE-IN"," ","2659","7.0409","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 3 Commissioner District 3","Josh Kerns","(Prefers Republican Party)","47155","96.0211","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 3 Commissioner District 3","WRITE-IN"," ","1954","3.9789","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 5 Commissioner District 5","Al French","(Prefers Republican Party)","29485","51.2685","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 5 Commissioner District 5","Molly Marshall","(Prefers Democratic Party)","27950","48.5994","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 5 Commissioner District 5","WRITE-IN"," ","76","0.1321","Commissioner"
"Spokane","SUPREME COURT Justice Position #02","Sal Mungia"," ","98174","40.8966","Judicial"
"Spokane","SUPREME COURT Justice Position #02","Dave Larson"," ","140225","58.4139","Judicial"
"Spokane","SUPREME COURT Justice Position #02","WRITE-IN"," ","1655","0.6894","Judicial"
"Spokane","SUPREME COURT Justice Position #08","Steve Gonzalez"," ","188110","96.9584","Judicial"
"Spokane","SUPREME COURT Justice Position #08","WRITE-IN"," ","5901","3.0416","Judicial"
"Spokane","SUPREME COURT Justice Position #09","Sheryl Gordon McCloud"," ","185709","96.8298","Judicial"
"Spokane","SUPREME COURT Justice Position #09","WRITE-IN"," ","6080","3.1702","Judicial"
"Spokane","Court of Appeals, Division 3, District 1 Judge Position 1","John O. Cooney"," ","190092","97.6298","Judicial"
"Spokane","Court of Appeals, Division 3, District 1 Judge Position 1","WRITE-IN"," ","4615","2.3702","Judicial"
"Spokane","Spokane Superior Court Judge Position 8","Marla L. Polin"," ","129899","53.8958","Judicial"
"Spokane","Spokane Superior Court Judge Position 8","Brandon Casey"," ","109552","45.4537","Judicial"
"Spokane","Spokane Superior Court Judge Position 8","WRITE-IN"," ","1568","0.6506","Judicial"
"Spokane","Spokane Superior Court Judge Position 11","Timothy B Fennessy"," ","110457","46.6914","Judicial"
"Spokane","Spokane Superior Court Judge Position 11","Andrew B. Van Winkle"," ","124312","52.5481","Judicial"
"Spokane","Spokane Superior Court Judge Position 11","WRITE-IN"," ","1799","0.7605","Judicial"
"Spokane","PUBLIC UTILITY DISTRICT 1 Commissioner #3","Mick Yarroll"," ","114","97.4359","Public Utility"
"Spokane","PUBLIC UTILITY DISTRICT 1 Commissioner #3","WRITE-IN"," ","3","2.5641","Public Utility"
"Spokane","CITY OF SPOKANE Proposition No. 1","Yes"," ","60612","57.293","City/Town"
"Spokane","CITY OF SPOKANE Proposition No. 1","No"," ","45181","42.707","City/Town"
"Spokane","TOWN OF ROCKFORD Proposition No. 1","Approved"," ","200","69.9301","City/Town"
"Spokane","TOWN OF ROCKFORD Proposition No. 1","Rejected"," ","86","30.0699","City/Town"
"Spokane","TOWN OF SPANGLE Proposition No. 1","Yes"," ","116","74.359","City/Town"
"Spokane","TOWN OF SPANGLE Proposition No. 1","No"," ","40","25.641","City/Town"
"Spokane","TOWN OF SPANGLE Proposition No. 2","Yes"," ","109","70.3226","City/Town"
"Spokane","TOWN OF SPANGLE Proposition No. 2","No"," ","46","29.6774","City/Town"
"Spokane","CHENEY SCHOOL DISTRICT Proposition No. 1","Approved"," ","11846","62.3966","School"
"Spokane","CHENEY SCHOOL DISTRICT Proposition No. 1","Rejected"," ","7139","37.6034","School"
"Spokane","DEER PARK SCHOOL DISTRICT Proposition No. 1","Approved"," ","3020","53.5082","School"
"Spokane","DEER PARK SCHOOL DISTRICT Proposition No. 1","Rejected"," ","2624","46.4918","School"
"Spokane","ORCHARD PRAIRIE SCHOOL DISTRICT Proposition No. 1","Approved"," ","312","55.814","School"
"Spokane","ORCHARD PRAIRIE SCHOOL DISTRICT Proposition No. 1","Rejected"," ","247","44.186","School"
"Spokane","WEST VALLEY SCHOOL DISTRICT Proposition No. 1","Levy Yes"," ","6694","59.1447","School"
"Spokane","WEST VALLEY SCHOOL DISTRICT Proposition No. 1","Levy No"," ","4624","40.8553","School"
"Spokane","SPANGLE CEMETERY DISTRICT NO. 1 Proposition No. 1","Levy Yes"," ","416","63.0303","Cemetery"
"Spokane","SPANGLE CEMETERY DISTRICT NO. 1 Proposition No. 1","Levy No"," ","244","36.9697","Cemetery"
"Spokane","ROSALIA PARK DISTRICT - 5 Special Tax Levy","Yes"," ","24","75","Park and Recreation"
"Spokane","ROSALIA PARK DISTRICT - 5 Special Tax Levy","No"," ","8","25","Park and Recreation"
"Stevens","Washington State Initiative Measure No. 2066","Yes"," ","19347","70.8733","State Executive"
"Stevens","Washington State Initiative Measure No. 2066","No"," ","7951","29.1267","State Executive"
"Stevens","Washington State Initiative Measure No. 2109","Yes"," ","15436","56.3255","State Executive"
"Stevens","Washington State Initiative Measure No. 2109","No"," ","11969","43.6745","State Executive"
"Stevens","Washington State Initiative Measure No. 2117","Yes"," ","17219","62.9142","State Executive"
"Stevens","Washington State Initiative Measure No. 2117","No"," ","10150","37.0858","State Executive"
"Stevens","Washington State Initiative Measure No. 2124","Yes"," ","16053","59.1947","State Executive"
"Stevens","Washington State Initiative Measure No. 2124","No"," ","11066","40.8053","State Executive"
"Stevens","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","7492","26.5241","Federal"
"Stevens","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","19895","70.4348","Federal"
"Stevens","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","473","1.6746","Federal"
"Stevens","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","73","0.2584","Federal"
"Stevens","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","18","0.0637","Federal"
"Stevens","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","5","0.0177","Federal"
"Stevens","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","5","0.0177","Federal"
"Stevens","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","86","0.3045","Federal"
"Stevens","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","17","0.0602","Federal"
"Stevens","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","31","0.1098","Federal"
"Stevens","United States President/Vice President","WRITE-IN"," ","151","0.5346","Federal"
"Stevens","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","8138","29.5884","Federal"
"Stevens","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","19270","70.0625","Federal"
"Stevens","United States U.S. Senator","WRITE-IN"," ","96","0.349","Federal"
"Stevens","CONGRESSIONAL DISTRICT 5 U.S. Representative","Michael Baumgartner","(Prefers Republican Party)","20984","75.4793","Congressional"
"Stevens","CONGRESSIONAL DISTRICT 5 U.S. Representative","Carmela Conroy","(Prefers Democratic Party)","6761","24.3193","Congressional"
"Stevens","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","56","0.2014","Congressional"
"Stevens","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","7256","25.9245","State Executive"
"Stevens","Washington State Governor","Dave Reichert","(Prefers Republican Party)","20673","73.8612","State Executive"
"Stevens","Washington State Governor","WRITE-IN"," ","60","0.2144","State Executive"
"Stevens","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","6813","24.6678","State Executive"
"Stevens","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","20764","75.1801","State Executive"
"Stevens","Washington State Lt. Governor","WRITE-IN"," ","42","0.1521","State Executive"
"Stevens","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","7519","27.2724","State Executive"
"Stevens","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","20022","72.6224","State Executive"
"Stevens","Washington State Secretary of State","WRITE-IN"," ","29","0.1052","State Executive"
"Stevens","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","7354","26.7944","State Executive"
"Stevens","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","20053","73.0635","State Executive"
"Stevens","Washington State State Treasurer","WRITE-IN"," ","39","0.1421","State Executive"
"Stevens","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","7412","27.0166","State Executive"
"Stevens","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","19998","72.8923","State Executive"
"Stevens","Washington State State Auditor","WRITE-IN"," ","25","0.0911","State Executive"
"Stevens","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","20549","74.5989","State Executive"
"Stevens","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","6971","25.3068","State Executive"
"Stevens","Washington State Attorney General","WRITE-IN"," ","26","0.0944","State Executive"
"Stevens","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","21105","76.6841","State Executive"
"Stevens","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","6371","23.1488","State Executive"
"Stevens","Washington State Commissioner of Public Lands","WRITE-IN"," ","46","0.1671","State Executive"
"Stevens","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","7222","29.5245","State Executive"
"Stevens","Washington State Superintendent of Public Instruction","David Olson"," ","17089","69.8622","State Executive"
"Stevens","Washington State Superintendent of Public Instruction","WRITE-IN"," ","150","0.6132","State Executive"
"Stevens","Washington State Insurance Commissioner","Patty Kuderer","(Prefers Democratic Party)","7115","26.4027","State Executive"
"Stevens","Washington State Insurance Commissioner","Phil Fortunato","(Prefers Republican Party)","19790","73.4377","State Executive"
"Stevens","Washington State Insurance Commissioner","WRITE-IN"," ","43","0.1596","State Executive"
"Stevens","Legislative District 7 State Representative Pos. 1","Andrew Engell","(Prefers Republican Party)","18489","72.4888","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 1","Soo Ing-Moody","(Prefers Republican Party)","6825","26.7584","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 1","WRITE-IN"," ","192","0.7528","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 2","Hunter Abell","(Prefers Republican Party)","20692","76.6512","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 2","Paul &quot;Rocky&quot; Dean","(Prefers Democratic Party)","6263","23.2006","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 2","WRITE-IN"," ","40","0.1482","Legislative"
"Stevens","Stevens Commissioner #1","Montgomery (Monty) Stobart","(Prefers Republican Party)","13945","56.2117","County"
"Stevens","Stevens Commissioner #1","Wes McCart","(Prefers Republican Party)","10633","42.8612","County"
"Stevens","Stevens Commissioner #1","WRITE-IN"," ","230","0.9271","County"
"Stevens","Stevens Commissioner #3","Greg J. Young","(Prefers Republican Party)","18760","77.9653","County"
"Stevens","Stevens Commissioner #3","Terrah Hatch","(Prefers Republican Party)","5070","21.0706","County"
"Stevens","Stevens Commissioner #3","WRITE-IN"," ","232","0.9642","County"
"Stevens","SUPREME COURT Justice Position #02","Sal Mungia"," ","5923","24.7131","Judicial"
"Stevens","SUPREME COURT Justice Position #02","Dave Larson"," ","17913","74.7403","Judicial"
"Stevens","SUPREME COURT Justice Position #02","WRITE-IN"," ","131","0.5466","Judicial"
"Stevens","SUPREME COURT Justice Position #08","Steve Gonzalez"," ","17996","97.9854","Judicial"
"Stevens","SUPREME COURT Justice Position #08","WRITE-IN"," ","370","2.0146","Judicial"
"Stevens","SUPREME COURT Justice Position #09","Sheryl Gordon McCloud"," ","17756","97.6678","Judicial"
"Stevens","SUPREME COURT Justice Position #09","WRITE-IN"," ","424","2.3322","Judicial"
"Stevens","Court of Appeals, Division 3, District 1 Judge Position 1","John O. Cooney"," ","17979","98.3695","Judicial"
"Stevens","Court of Appeals, Division 3, District 1 Judge Position 1","WRITE-IN"," ","298","1.6305","Judicial"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 1","Lisa Malpass Childress"," ","14124","59.121","Judicial"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 1","N. Smith &quot;Smitty&quot; Hagopian"," ","9663","40.4479","Judicial"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 1","WRITE-IN"," ","103","0.4311","Judicial"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 2","Jessica Taylor Reeves"," ","18032","98.1387","Judicial"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 2","WRITE-IN"," ","342","1.8613","Judicial"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 3","Lech J. Radzimski"," ","18195","98.1815","Judicial"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 3","WRITE-IN"," ","337","1.8185","Judicial"
"Stevens","PUBLIC UTILITY DISTRICT 1 Commissioner #3","Mick Yarroll"," ","18286","98.6513","Public Utility"
"Stevens","PUBLIC UTILITY DISTRICT 1 Commissioner #3","WRITE-IN"," ","250","1.3487","Public Utility"
"Stevens","DEER PARK SCHOOL DISTRICT Proposition No. 1","Approved"," ","962","47.2031","School"
"Stevens","DEER PARK SCHOOL DISTRICT Proposition No. 1","Rejected"," ","1076","52.7969","School"
"Stevens","FIRE DISTRICT - 001 Stevens County Fire Protection District No. 1","Levy Yes"," ","5728","62.0115","Fire"
"Stevens","FIRE DISTRICT - 001 Stevens County Fire Protection District No. 1","Levy No"," ","3509","37.9885","Fire"
"Thurston","Washington State Initiative Measure No. 2066","Yes"," ","78857","50.0692","State Executive"
"Thurston","Washington State Initiative Measure No. 2066","No"," ","78639","49.9308","State Executive"
"Thurston","Washington State Initiative Measure No. 2109","Yes"," ","53313","33.3194","State Executive"
"Thurston","Washington State Initiative Measure No. 2109","No"," ","106693","66.6806","State Executive"
"Thurston","Washington State Initiative Measure No. 2117","Yes"," ","58268","36.6228","State Executive"
"Thurston","Washington State Initiative Measure No. 2117","No"," ","100835","63.3772","State Executive"
"Thurston","Washington State Initiative Measure No. 2124","Yes"," ","65757","41.5702","State Executive"
"Thurston","Washington State Initiative Measure No. 2124","No"," ","92426","58.4298","State Executive"
"Thurston","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","95663","58.1407","Federal"
"Thurston","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","62282","37.8529","Federal"
"Thurston","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","2535","1.5407","Federal"
"Thurston","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","1340","0.8144","Federal"
"Thurston","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","480","0.2917","Federal"
"Thurston","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","38","0.0231","Federal"
"Thurston","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","35","0.0213","Federal"
"Thurston","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","690","0.4194","Federal"
"Thurston","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","433","0.2632","Federal"
"Thurston","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","141","0.0857","Federal"
"Thurston","United States President/Vice President","WRITE-IN"," ","900","0.547","Federal"
"Thurston","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","96086","59.9249","Federal"
"Thurston","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","63796","39.787","Federal"
"Thurston","United States U.S. Senator","WRITE-IN"," ","462","0.2881","Federal"
"Thurston","CONGRESSIONAL DISTRICT 3 U.S. Representative","Marie Gluesenkamp Perez","(Prefers Democratic Party)","6995","39.0324","Congressional"
"Thurston","CONGRESSIONAL DISTRICT 3 U.S. Representative","Joe Kent","(Prefers Republican Party)","10872","60.6663","Congressional"
"Thurston","CONGRESSIONAL DISTRICT 3 U.S. Representative","WRITE-IN"," ","54","0.3013","Congressional"
"Thurston","Congressional District 10 U.S. Representative","Marilyn Strickland","(Prefers Democratic Party)","88721","62.473","Congressional"
"Thurston","Congressional District 10 U.S. Representative","Don Hewett","(Prefers Republican Party)","52882","37.2369","Congressional"
"Thurston","Congressional District 10 U.S. Representative","WRITE-IN"," ","412","0.2901","Congressional"
"Thurston","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","90696","55.6878","State Executive"
"Thurston","Washington State Governor","Dave Reichert","(Prefers Republican Party)","71764","44.0635","State Executive"
"Thurston","Washington State Governor","WRITE-IN"," ","405","0.2487","State Executive"
"Thurston","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","94036","58.5923","State Executive"
"Thurston","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","66302","41.3117","State Executive"
"Thurston","Washington State Lt. Governor","WRITE-IN"," ","154","0.096","State Executive"
"Thurston","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","97125","61.0101","State Executive"
"Thurston","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","61904","38.8856","State Executive"
"Thurston","Washington State Secretary of State","WRITE-IN"," ","166","0.1043","State Executive"
"Thurston","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","92761","58.6279","State Executive"
"Thurston","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","65323","41.2862","State Executive"
"Thurston","Washington State State Treasurer","WRITE-IN"," ","136","0.086","State Executive"
"Thurston","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","93958","59.5583","State Executive"
"Thurston","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","63658","40.3517","State Executive"
"Thurston","Washington State State Auditor","WRITE-IN"," ","142","0.09","State Executive"
"Thurston","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","68388","43.0457","State Executive"
"Thurston","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","90343","56.8649","State Executive"
"Thurston","Washington State Attorney General","WRITE-IN"," ","142","0.0894","State Executive"
"Thurston","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","72860","46.102","State Executive"
"Thurston","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","84851","53.6892","State Executive"
"Thurston","Washington State Commissioner of Public Lands","WRITE-IN"," ","330","0.2088","State Executive"
"Thurston","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","80037","55.3338","State Executive"
"Thurston","Washington State Superintendent of Public Instruction","David Olson"," ","63566","43.9465","State Executive"
"Thurston","Washington State Superintendent of Public Instruction","WRITE-IN"," ","1041","0.7197","State Executive"
"Thurston","Washington State Insurance Commissioner","Patty Kuderer","(Prefers Democratic Party)","90149","58.0457","State Executive"
"Thurston","Washington State Insurance Commissioner","Phil Fortunato","(Prefers Republican Party)","64968","41.832","State Executive"
"Thurston","Washington State Insurance Commissioner","WRITE-IN"," ","190","0.1223","State Executive"
"Thurston","LEGISLATIVE DISTRICT 2 State Senator","Jim McCune","(Prefers Republican Party)","19083","58.4937","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Senator","Erasmo Ruiz Gonzalez","(Prefers Democratic Party)","13488","41.3438","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Senator","WRITE-IN"," ","53","0.1625","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 1","Andrew Barkis","(Prefers Republican Party)","24642","94.4283","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 1","WRITE-IN"," ","1454","5.5717","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 2","Matt Marshall","(Prefers Republican Party)","14014","48.3942","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 2","John Snaza","(Prefers Republican Party)","13941","48.1421","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 2","WRITE-IN"," ","1003","3.4636","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Senator","Jeff Wilson","(Prefers Republican Party)","1678","66.2979","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Senator","Andi Day","(Prefers Democratic Party)","850","33.5836","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Senator","WRITE-IN"," ","3","0.1185","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","1677","66.0757","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","Mike Coverdale","(Prefers Democratic Party)","853","33.6091","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","WRITE-IN"," ","8","0.3152","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","1739","68.8713","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","Terry Carlson","(Prefers Democratic Party)","780","30.8911","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","WRITE-IN"," ","6","0.2376","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Senator","John Braun","(Prefers Republican Party)","843","97.1198","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Senator","WRITE-IN"," ","25","2.8802","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 1","Peter Abbarno","(Prefers Republican Party)","846","90.9677","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 1","Melvin Kaleolani Apana","(Prefers Culture Republican Party)","68","7.3118","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 1","WRITE-IN"," ","16","1.7204","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 2","Ed Orcutt","(Prefers GOP Party)","801","97.3269","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 2","WRITE-IN"," ","22","2.6731","Legislative"
"Thurston","Legislative District 22 State Senator","Jessica Bateman","(Prefers Democratic Party)","54904","70.5562","Legislative"
"Thurston","Legislative District 22 State Senator","Bob Iyall","(Prefers Democratic Party)","21294","27.3646","Legislative"
"Thurston","Legislative District 22 State Senator","WRITE-IN"," ","1618","2.0793","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 1","Beth Doglio","(Prefers Democratic Party)","56646","69.6025","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 1","Steve Owens","(States No Party Preference)","24229","29.7708","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 1","WRITE-IN"," ","510","0.6267","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 2","Lisa Parshley","(Prefers Democratic Party)","46932","62.4054","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 2","Syd Locke","(Prefers Democratic Party)","26183","34.8155","Legislative"
"Thurston","Legislative District 22 State Representative Pos. 2","WRITE-IN"," ","2090","2.7791","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 1","Dan Griffey","(Prefers Republican Party)","25586","94.0766","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 1","WRITE-IN"," ","1611","5.9234","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 2","Travis Couture","(Prefers Republican Party)","20119","56.7868","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 2","James DeHart","(Prefers Democratic Party)","15279","43.1257","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 2","WRITE-IN"," ","31","0.0875","Legislative"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 1","Carolina Mejia","(Prefers Democratic Party)","112058","93.8777","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 1","WRITE-IN"," ","7308","6.1223","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 2","JW Foster","(Prefers Independent Party)","70801","47.6457","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 2","Rachel Dreon","(Prefers Democratic Party)","76970","51.7971","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 2","WRITE-IN"," ","828","0.5572","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 4","Wayne Fournier","(Prefers Democratic Party)","89570","61.02","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 4","Rob Laymon","(States No Party Preference)","56211","38.294","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 4","WRITE-IN"," ","1007","0.686","Commissioner"
"Thurston","SUPREME COURT Justice Position #02","Sal Mungia"," ","72935","52.134","Judicial"
"Thurston","SUPREME COURT Justice Position #02","Dave Larson"," ","65865","47.0804","Judicial"
"Thurston","SUPREME COURT Justice Position #02","WRITE-IN"," ","1099","0.7856","Judicial"
"Thurston","SUPREME COURT Justice Position #08","Steve Gonzalez"," ","112543","96.8245","Judicial"
"Thurston","SUPREME COURT Justice Position #08","WRITE-IN"," ","3691","3.1755","Judicial"
"Thurston","SUPREME COURT Justice Position #09","Sheryl Gordon McCloud"," ","110646","96.5649","Judicial"
"Thurston","SUPREME COURT Justice Position #09","WRITE-IN"," ","3936","3.4351","Judicial"
"Thurston","Court of Appeals, Division 2, District 2 Judge Position 2","Rebecca Glasgow"," ","109899","96.835","Judicial"
"Thurston","Court of Appeals, Division 2, District 2 Judge Position 2","WRITE-IN"," ","3592","3.165","Judicial"
"Thurston","Thurston Public Utility District Commissioner, District No. 1","Linda L. Oosterman"," ","85458","65.4404","Public Utility"
"Thurston","Thurston Public Utility District Commissioner, District No. 1","Bruce D. Wilkinson, Jr."," ","43610","33.3948","Public Utility"
"Thurston","Thurston Public Utility District Commissioner, District No. 1","WRITE-IN"," ","1521","1.1647","Public Utility"
